precision_sur_statut_edifice,statut_juridique_edifice,id_monument_historique
,propriété privée,13567
,propriété de la commune,13571
,propriété privée,13572
,propriété de la commune,13575
,propriété privée,13574
,propriété de la commune,13573
,propriété privée,37037
,propriété privée,13576
,propriété de la commune,13577
,propriété de la commune,13578
société civile immobilière,propriété d'une société privée,37008
,propriété de la commune,13579
,propriété d'une société privée,13580
,propriété privée,13584
,propriété privée,37033
,propriété privée,13587
,propriété de la commune,13581
propriété du ministère chargé de la culture ; direction du patrimoine,propriété de l'Etat,13582
,propriété privée,13583
,propriété privée,13585
,propriété privée,13586
,propriété de la commune,13588
,propriété de la commune,13589
,propriété du département,13590
société civile immobilière,propriété d'une société privée,13591
,propriété privée,13593
,propriété de la commune,13592
,propriété de la commune,13594
,propriété d'une société privée,13596
,propriété de la commune,13595
,propriété d'une société privée,13953
,propriété privée,13954
,propriété privée,13597
,propriété privée,13598
,propriété d'une société privée,13600
,propriété de la commune,13599
,propriété de la commune,13601
,propriété de la commune,13602
,propriété privée,13603
,propriété d'une personne privée,13605
,propriété d'une association,13604
,propriété privée,37040
,propriété privée,13606
,propriété de la commune,13607
,propriété privée,13608
,propriété de la commune,13609
,propriété privée,37025
,propriété de la commune,13610
,propriété de l'Etat,13612
,propriété privée,13611
,propriété privée,37028
,propriété de l'Etat,13613
,propriété privée,13614
,propriété de la commune,13617
,propriété de la commune,13616
,propriété de la commune,13615
,propriété de la commune,37018
SCI Saint Mamet,propriété d'une société privée,13618
,propriété privée,13620
,propriété de la commune,13619
,propriété de la commune,13621
,propriété privée,13622
,propriété privée,13624
,propriété de la commune,13623
,propriété de la commune,13625
,propriété privée,13626
,propriété de la commune,13627
,propriété privée,37021
,propriété de la commune,13628
,propriété privée,13629
,propriété d'une société privée,13630
,propriété privée,13631
,propriété privée,13632
,propriété privée,13955
,propriété de la commune,13633
,propriété privée,13635
,propriété de la commune,13637
,propriété de la commune,13634
,propriété de la commune,37057
,propriété de la commune,13636
,propriété privée,37063
,propriété de la commune,13638
GFA Pierre et Henri de Villette les Prats : cad. B 449 ; propriété d'une personne privée : cad. B 450; 451,propriété privée,13639
,propriété privée,13640
,propriété de la commune,13973
,propriété de la commune,13641
,propriété privée,13642
,propriété de la commune,37053
,propriété privée,13644
,propriété privée,13645
,propriété privée,37031
,propriété de la commune,13647
,propriété privée,13646
,propriété de la commune,13643
,propriété de la commune,13648
,propriété de la commune,13649
,propriété de la commune,13651
,propriété privée,13650
,propriété privée,37017
,propriété privée,13948
,propriété privée,37032
,propriété privée,13652
,propriété privée,13653
,propriété privée,13654
,propriété de la commune,13655
,propriété de la commune,13657
,propriété de la commune,13656
,propriété privée,13658
,propriété de la commune,13659
Etablissement public médico-social Val de Sioule,propriété d'un établissement public,37043
Etablissement public médico-social Val de Sioule,propriété d'un établissement public,37042
,propriété de la commune,13660
,propriété privée,13661
,propriété privée,13662
propriété de Réseau Ferré de France,propriété d'un établissement public de l'Etat,37041
,propriété privée,13664
,propriété de la commune,13665
,propriété privée,13663
,propriété privée,13956
,propriété privée,37044
,propriété de la commune,13666
,propriété privée,13667
,propriété privée,13669
,propriété privée,13668
,propriété privée,13984
,propriété privée,13670
,propriété privée,37026
,propriété de la commune,13671
,propriété privée,37054
,propriété de la commune,13672
,propriété du département,13673
,propriété de la commune,13674
,propriété de la commune,13675
,propriété privée,37049
,propriété privée,13676
,propriété privée,36373
,propriété privée,13677
,propriété de l'Etat,13679
,propriété de la commune,13678
,propriété de la commune,13681
,propriété privée,13682
,propriété privée,13686
,propriété de la commune,13687
,propriété de la commune,13688
,propriété de la commune,13683
,propriété de la commune,13684
,propriété d'une société privée,13680
,propriété privée,37065
,propriété privée,13685
,propriété de la commune,13689
,propriété de la commune,13690
,propriété de la commune,13691
,propriété privée,13692
,propriété privée,37009
,propriété privée,13695
,propriété de la commune,13694
,propriété privée,13693
Groupement foncier agricole,propriété d'une société privée,36091
,propriété privée,13696
,propriété de la commune,13697
,propriété de la commune,36054
,propriété de la commune,13698
,propriété privée,13699
,propriété privée,13700
,propriété de la commune,13702
,propriété privée,13701
,propriété de la commune,37034
,propriété privée,13703
,propriété de la commune,37029
,propriété privée,13704
,propriété de la commune,13705
,propriété de la commune,13707
,propriété de la commune,13708
,propriété de la commune,13706
propriété de Réseau Ferré de France,propriété d'un établissement public de l'Etat,37045
,propriété privée,13709
,propriété de la commune,13710
,propriété privée,13711
,propriété privée,13712
,propriété de la commune,13713
,propriété de la commune,13714
,propriété de la commune,13715
,propriété de la commune,13716
,propriété privée,13981
,propriété de la commune,13717
,propriété privée,13718
,propriété de la commune,13719
,propriété privée,37066
,propriété de la commune,13974
,propriété privée,13720
,propriété privée,13721
,propriété de la commune,13722
,propriété privée,37015
,propriété de la commune,13723
,propriété privée,13724
,propriété privée,13726
,propriété de la commune,13727
,propriété privée,13725
,propriété d'une association,13728
,propriété privée,35387
,propriété privée,35388
,propriété de la commune,13729
,propriété de la commune,13730
,propriété privée,13750
,propriété de la commune,13737
propriété de RFF,propriété d'un établissement public de l'Etat,37050
,propriété de la commune,13736
,propriété d'une société privée,13733
,propriété privée,13740
,propriété privée,13741
,propriété privée,13731
,propriété privée,13739
,propriété privée,13734
,propriété privée,13742
,propriété privée,13743
,propriété privée,13744
,propriété de la commune,13732
,propriété de la commune,13735
,propriété privée,13738
,propriété privée,13745
,propriété privée,13748
,propriété privée,13746
,propriété privée,13747
,propriété privée,13749
,propriété de la commune,37010
,propriété de la commune,36031
,propriété de la commune,13751
