id_festival,decennie_creation_festival,annee_creation_festival,periode_principale_deroulement_festival
1603,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
181,De 1990 à 1999,1997,Avant-saison (1er janvier - 20 juin)
394,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
1279,Avant 1980,1975,Après-saison (6 septembre - 31 décembre)
3310,De 2000 à 2009,2004,Avant-saison (1er janvier - 20 juin)
3311,2010 et après,2010,Après-saison (6 septembre - 31 décembre)
3482,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
5059,2010 et après,2021,Saison (21 juin - 5 septembre)
6772,2010 et après,2018,Saison (21 juin - 5 septembre)
1154,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
4723,De 1980 à 1989,1986,Saison (21 juin - 5 septembre)
1035,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
5750,2010 et après,2014,Saison (21 juin - 5 septembre)
2517,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
280,De 2000 à 2009,2003,Avant-saison (1er janvier - 20 juin)
1180,2010 et après,2010,Saison (21 juin - 5 septembre)
2815,2010 et après,2015,Saison (21 juin - 5 septembre)
3319,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
947,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
3490,De 2000 à 2009,2002,Avant-saison (1er janvier - 20 juin)
4577,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
5760,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
3795,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
5076,De 1990 à 1999,1995,Après-saison (6 septembre - 31 décembre)
1756,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
1806,2010 et après,2018,Saison (21 juin - 5 septembre)
1941,De 1980 à 1989,1989,Saison (21 juin - 5 septembre)
4359,De 2000 à 2009,2001,Après-saison (6 septembre - 31 décembre)
386,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
159,De 1990 à 1999,1994,Saison (21 juin - 5 septembre)
1328,De 1990 à 1999,1996,Saison (21 juin - 5 septembre)
7149,2010 et après,2019,Saison (21 juin - 5 septembre)
1904,2010 et après,2010,Saison (21 juin - 5 septembre)
494,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
649,2010 et après,2010,Saison (21 juin - 5 septembre)
749,De 2000 à 2009,2007,Après-saison (6 septembre - 31 décembre)
1162,De 2000 à 2009,2005,Avant-saison (1er janvier - 20 juin)
2712,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
2005,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
2960,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
3265,De 2000 à 2009,,Saison (21 juin - 5 septembre)
6673,De 2000 à 2009,2004,Après-saison (6 septembre - 31 décembre)
444,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
654,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
6489,2010 et après,2021,Saison (21 juin - 5 septembre)
5678,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
657,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
2766,De 2000 à 2009,2000,Après-saison (6 septembre - 31 décembre)
5520,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
699,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
6351,De 1980 à 1989,1989,Saison (21 juin - 5 septembre)
6529,De 1990 à 1999,1991,Saison (21 juin - 5 septembre)
7065,2010 et après,2019,Saison (21 juin - 5 septembre)
605,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
966,De 1990 à 1999,1990,Saison (21 juin - 5 septembre)
1221,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
3385,De 2000 à 2009,2004,Saison (21 juin - 5 septembre)
5649,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
60,2010 et après,3ème,Après-saison (6 septembre - 31 décembre)
215,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
216,Avant 1980,1981,Après-saison (6 septembre - 31 décembre)
415,De 1980 à 1989,1986,Saison (21 juin - 5 septembre)
1295,2010 et après,2016,Saison (21 juin - 5 septembre)
2327,2010 et après,2014,Saison (21 juin - 5 septembre)
4677,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
5704,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
4708,2010 et après,2014,Saison (21 juin - 5 septembre)
180,2010 et après,12ème en 21,Saison (21 juin - 5 septembre)
1474,De 2000 à 2009,21ème,Saison (21 juin - 5 septembre)
1758,De 1990 à 1999,1994,Saison (21 juin - 5 septembre)
4563,De 1990 à 1999,1994,Saison (21 juin - 5 septembre)
575,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
2387,De 1990 à 1999,,Après-saison (6 septembre - 31 décembre)
2594,,,Saison (21 juin - 5 septembre)
199,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
1744,De 2000 à 2009,19ème,Saison (21 juin - 5 septembre)
2298,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
6091,2010 et après,,Saison (21 juin - 5 septembre)
83,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
5697,2010 et après,2017,Saison (21 juin - 5 septembre)
2167,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
2168,De 1990 à 1999,1996,Avant-saison (1er janvier - 20 juin)
2324,Avant 1980,1973,Avant-saison (1er janvier - 20 juin)
2630,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
2631,Avant 1980,1976,Avant-saison (1er janvier - 20 juin)
3443,De 2000 à 2009,2000,Saison (21 juin - 5 septembre)
3444,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
3598,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
3931,De 1990 à 1999,1994,Après-saison (6 septembre - 31 décembre)
3945,De 2000 à 2009,2004,Avant-saison (1er janvier - 20 juin)
4300,De 2000 à 2009,2001,Saison (21 juin - 5 septembre)
5196,De 2000 à 2009,2004,Avant-saison (1er janvier - 20 juin)
6732,De 1990 à 1999,1997,Avant-saison (1er janvier - 20 juin)
6734,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
2486,2010 et après,2013,Saison (21 juin - 5 septembre)
3120,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
2349,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
5737,2010 et après,2010,Après-saison (6 septembre - 31 décembre)
2199,De 1990 à 1999,1994,Saison (21 juin - 5 septembre)
3477,De 1980 à 1989,1988,Après-saison (6 septembre - 31 décembre)
3981,De 1990 à 1999,1996,Après-saison (6 septembre - 31 décembre)
4150,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
6766,De 1990 à 1999,1995,Saison (21 juin - 5 septembre)
6941,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
7171,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
6392,Avant 1980,1958,Saison (21 juin - 5 septembre)
6393,2010 et après,2016,Saison (21 juin - 5 septembre)
2071,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
3648,De 2000 à 2009,2009,Après-saison (6 septembre - 31 décembre)
3991,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
4361,De 1990 à 1999,1994,Saison (21 juin - 5 septembre)
5258,De 1990 à 1999,1996,Saison (21 juin - 5 septembre)
3347,De 2000 à 2009,2000,Saison (21 juin - 5 septembre)
4779,2010 et après,2016,Saison (21 juin - 5 septembre)
2095,De 2000 à 2009,2001,Après-saison (6 septembre - 31 décembre)
1985,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
2392,De 2000 à 2009,2002,Avant-saison (1er janvier - 20 juin)
3516,De 2000 à 2009,2004,Saison (21 juin - 5 septembre)
6305,2010 et après,2012,Saison (21 juin - 5 septembre)
2432,2010 et après,2018,Saison (21 juin - 5 septembre)
3708,De 1990 à 1999,1992,Après-saison (6 septembre - 31 décembre)
7029,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
6307,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
5664,De 2000 à 2009,2000,Saison (21 juin - 5 septembre)
4620,De 1990 à 1999,1999,Saison (21 juin - 5 septembre)
6871,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
2462,De 2000 à 2009,2006,Après-saison (6 septembre - 31 décembre)
2547,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
4646,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
3883,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
2620,De 1990 à 1999,1995,Après-saison (6 septembre - 31 décembre)
4741,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
5865,2010 et après,2010,Saison (21 juin - 5 septembre)
3447,2010 et après,2015,Saison (21 juin - 5 septembre)
4668,2010 et après,2012,Saison (21 juin - 5 septembre)
5203,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
4191,De 1980 à 1989,1988,Saison (21 juin - 5 septembre)
6243,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
3768,2010 et après,2018,Saison (21 juin - 5 septembre)
5256,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
3143,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
6794,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
3784,2010 et après,2015,Saison (21 juin - 5 septembre)
2208,2010 et après,2016,Saison (21 juin - 5 septembre)
6780,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
2217,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
4349,2010 et après,2016,Saison (21 juin - 5 septembre)
2069,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
4363,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
6418,2010 et après,2017,Saison (21 juin - 5 septembre)
5785,2010 et après,2010,Après-saison (6 septembre - 31 décembre)
2560,2010 et après,2011,Saison (21 juin - 5 septembre)
2998,De 1990 à 1999,1995,Après-saison (6 septembre - 31 décembre)
2257,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
4396,De 2000 à 2009,2001,Saison (21 juin - 5 septembre)
4761,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
5122,De 2000 à 2009,2000,Avant-saison (1er janvier - 20 juin)
7012,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
2727,De 2000 à 2009,2004,Saison (21 juin - 5 septembre)
2983,2010 et après,2013,Saison (21 juin - 5 septembre)
3905,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
6848,2010 et après,2015,Saison (21 juin - 5 septembre)
1901,2010 et après,2018,Saison (21 juin - 5 septembre)
2123,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
2287,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
2288,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
5828,De 2000 à 2009,2003,Saison (21 juin - 5 septembre)
1854,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
2074,De 2000 à 2009,2004,Saison (21 juin - 5 septembre)
2228,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
2534,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
2535,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
2684,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
3164,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
3165,De 1990 à 1999,1998,Après-saison (6 septembre - 31 décembre)
3665,De 2000 à 2009,2000,Après-saison (6 septembre - 31 décembre)
3798,De 2000 à 2009,2009,Après-saison (6 septembre - 31 décembre)
4184,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
4540,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
4749,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
5080,2010 et après,2015,Saison (21 juin - 5 septembre)
5081,De 1980 à 1989,1985,Saison (21 juin - 5 septembre)
5599,De 2000 à 2009,2003,Après-saison (6 septembre - 31 décembre)
5768,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
6236,Avant 1980,1973,Saison (21 juin - 5 septembre)
6237,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
6238,De 1990 à 1999,1991,Saison (21 juin - 5 septembre)
6608,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
2601,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
3225,De 1980 à 1989,1989,Saison (21 juin - 5 septembre)
3865,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
4066,2010 et après,2013,Saison (21 juin - 5 septembre)
4444,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
5143,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
5325,De 1980 à 1989,1988,Saison (21 juin - 5 septembre)
5148,2010 et après,2015,Saison (21 juin - 5 septembre)
7142,2010 et après,2010,Saison (21 juin - 5 septembre)
5330,De 1980 à 1989,1986,Saison (21 juin - 5 septembre)
3554,2010 et après,2017,Saison (21 juin - 5 septembre)
5845,De 1990 à 1999,1990,Saison (21 juin - 5 septembre)
6501,De 1990 à 1999,1990,Avant-saison (1er janvier - 20 juin)
2747,2010 et après,2010,Saison (21 juin - 5 septembre)
3409,De 2000 à 2009,2004,Après-saison (6 septembre - 31 décembre)
4618,De 2000 à 2009,2003,Saison (21 juin - 5 septembre)
4626,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
6321,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
6505,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
3411,2010 et après,2010,Saison (21 juin - 5 septembre)
5159,De 1990 à 1999,1999,Saison (21 juin - 5 septembre)
5854,2010 et après,2016,Saison (21 juin - 5 septembre)
5340,2010 et après,2010,Après-saison (6 septembre - 31 décembre)
5673,De 2000 à 2009,2004,Avant-saison (1er janvier - 20 juin)
3243,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
5674,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
2745,De 1990 à 1999,1991,Avant-saison (1er janvier - 20 juin)
3870,Avant 1980,1972,Saison (21 juin - 5 septembre)
3871,2010 et après,2018,Saison (21 juin - 5 septembre)
4116,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
5329,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
5495,De 2000 à 2009,2009,Après-saison (6 septembre - 31 décembre)
2457,Avant 1980,1979,Avant-saison (1er janvier - 20 juin)
7047,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
2756,De 2000 à 2009,2000,Saison (21 juin - 5 septembre)
2928,2010 et après,2016,Saison (21 juin - 5 septembre)
4282,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
5681,De 1990 à 1999,1999,Saison (21 juin - 5 septembre)
3578,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
2474,De 2000 à 2009,2003,Après-saison (6 septembre - 31 décembre)
6366,De 2000 à 2009,2003,Saison (21 juin - 5 septembre)
560,2010 et après,2015,Saison (21 juin - 5 septembre)
1679,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
6531,2010 et après,2019,Saison (21 juin - 5 septembre)
734,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
641,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
857,2010 et après,2011,Saison (21 juin - 5 septembre)
390,Avant 1980,1977,Avant-saison (1er janvier - 20 juin)
766,De 2000 à 2009,1996,Saison (21 juin - 5 septembre)
942,de 1980 à 1989,1986,Saison (21 juin - 5 septembre)
1314,De 1990 à 1999,1997,Après-saison (6 septembre - 31 décembre)
1647,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
1723,2010 et après,2019,Saison (21 juin - 5 septembre)
1975,De 2000 à 2009,2009,Après-saison (6 septembre - 31 décembre)
3082,De 1990 à 1999,1996,Avant-saison (1er janvier - 20 juin)
4495,De 2000 à 2009,2003,Saison (21 juin - 5 septembre)
6377,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
5038,De 2000 à 2009,,Saison (21 juin - 5 septembre)
4323,2010 et après,2020,Saison (21 juin - 5 septembre)
2039,2010 et après,2018,Saison (21 juin - 5 septembre)
1453,De 1990 à 1999,1993,Saison (21 juin - 5 septembre)
3309,2010 et après,2015,Saison (21 juin - 5 septembre)
1037,2010 et après,2017,Saison (21 juin - 5 septembre)
376,de 1990 à 1999,1991,Avant-saison (1er janvier - 20 juin)
5449,De 1980 à 1989,1985,Saison (21 juin - 5 septembre)
4568,De 1990 à 1999,,Saison (21 juin - 5 septembre)
5273,2010 et après,2014,Saison (21 juin - 5 septembre)
464,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
956,Avant 1980,1966,Saison (21 juin - 5 septembre)
596,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
6487,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
5660,2010 et après,2020,Après-saison (6 septembre - 31 décembre)
4833,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
6863,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
6053,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
698,2010 et après,2019,Saison (21 juin - 5 septembre)
933,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
211,de 2000 à 2009,2008,Saison (21 juin - 5 septembre)
1552,de 1990 à 1999,1994,Après-saison (6 septembre - 31 décembre)
3110,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
3943,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
5021,2010 et après,2016,Saison (21 juin - 5 septembre)
2187,De 1980 à 1989,1981,Après-saison (6 septembre - 31 décembre)
3295,De 1980 à 1989,1980,Saison (21 juin - 5 septembre)
3968,De 2000 à 2009,2004,Avant-saison (1er janvier - 20 juin)
4502,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
6175,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
6196,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
4142,2010 et après,2013,Saison (21 juin - 5 septembre)
4707,De 2000 à 2009,2006,Après-saison (6 septembre - 31 décembre)
3995,De 1980 à 1989,1988,Saison (21 juin - 5 septembre)
3775,De 1990 à 1999,1991,Saison (21 juin - 5 septembre)
4515,De 2000 à 2009,2003,Saison (21 juin - 5 septembre)
413,De 1990 à 1999,,Saison (21 juin - 5 septembre)
3184,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
2254,2010 et après,2015,Saison (21 juin - 5 septembre)
6440,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
6641,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
4026,De 2000 à 2009,2003,Après-saison (6 septembre - 31 décembre)
5942,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
2133,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
2302,De 1980 à 1989,1987,Saison (21 juin - 5 septembre)
6874,De 1990 à 1999,1992,Saison (21 juin - 5 septembre)
6512,2010 et après,2015,Saison (21 juin - 5 septembre)
3734,De 2000 à 2009,2000,Saison (21 juin - 5 septembre)
2312,De 2000 à 2009,2006,Avant-saison (1er janvier - 20 juin)
4865,2010 et après,2011,Saison (21 juin - 5 septembre)
4908,De 1980 à 1989,1988,Saison (21 juin - 5 septembre)
4995,De 2000 à 2009,2006,Avant-saison (1er janvier - 20 juin)
5182,De 1990 à 1999,1997,Après-saison (6 septembre - 31 décembre)
5183,De 1990 à 1999,1997,Après-saison (6 septembre - 31 décembre)
4649,2010 et après,2016,Saison (21 juin - 5 septembre)
3737,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
3738,2010 et après,2010,Saison (21 juin - 5 septembre)
4466,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
6524,2010 et après,2012,Saison (21 juin - 5 septembre)
1232,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
1805,2010 et après,2019,Saison (21 juin - 5 septembre)
2016,2010 et après,2019,Saison (21 juin - 5 septembre)
563,De 2000 à 2009,2006,Après-saison (6 septembre - 31 décembre)
1085,De 1990 à 1999,1995,Saison (21 juin - 5 septembre)
1337,De 1980 à 1989,1982,Saison (21 juin - 5 septembre)
2639,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
3125,2010 et après,2012,Saison (21 juin - 5 septembre)
202,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
1632,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
536,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
3982,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
182,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
263,2010 et après,2013,Saison (21 juin - 5 septembre)
